index,Lever position,Ship speed (v),Gas Turbine (GT) shaft torque (GTT) (kN m),GT rate of revolutions (GTn) (rpm),Gas Generator rate of revolutions (GGn) (rpm),Starboard Propeller Torque (Ts) (kN),Port Propeller Torque (Tp) (kN),Hight Pressure (HP) Turbine exit temperature (T48) (C),GT Compressor outlet air temperature (T2) (C),HP Turbine exit pressure (P48) (bar),GT Compressor outlet air pressure (P2) (bar),GT exhaust gas pressure (Pexh) (bar),Turbine Injecton Control (TIC) (%),Fuel flow (mf) (kg/s),GT Compressor decay state coefficient,GT Turbine decay state coefficient
8215,8.206,24,50989.547,3087.292,9298.575,438.027,438.027,926.662,730.392,3.6,18.709,1.042,60.879,1.205,0.985,0.977
10961,9.3,27,72772.806,3560.394,9743.804,644.802,644.802,1045.978,769.562,4.53,22.544,1.052,86.777,1.718,0.996,0.996
7354,2.088,6,4426.274,1392.776,6797.773,31.204,31.204,536.536,564.153,1.26,6.784,1.02,0.0,0.17,0.981,0.986
5417,9.3,27,72762.205,3560.393,9753.812,644.806,644.806,1086.583,780.304,4.523,22.879,1.05,90.435,1.79,0.973,0.978
11214,1.138,3,3868.157,1408.919,6678.9,10.849,10.849,533.251,556.875,1.239,6.601,1.019,0.0,0.172,0.997,0.999
5778,1.138,3,3733.111,1415.756,6716.888,11.386,11.386,542.935,561.913,1.235,6.616,1.019,0.0,0.177,0.974,0.993
171,1.138,3,305.706,1332.396,6714.84,6.616,6.616,460.882,547.941,1.094,5.85,1.019,14.834,0.089,0.95,0.994
9130,5.14,15,21623.779,1924.305,8457.831,175.211,175.211,710.844,636.002,2.091,11.256,1.026,25.442,0.504,0.989,0.975
9367,8.206,24,50983.716,3087.112,9294.875,438.007,438.007,925.55,729.223,3.605,18.767,1.042,60.882,1.205,0.99,0.975
7908,7.148,21,38994.255,2678.074,9126.377,332.273,332.273,812.157,686.269,2.974,15.448,1.036,43.088,0.853,0.983,0.995
5735,3.144,9,8377.594,1386.749,7090.37,60.334,60.334,584.42,580.411,1.39,7.49,1.02,12.24,0.242,0.974,0.988
3709,2.088,6,3167.383,1377.043,6850.765,28.236,28.236,501.714,560.037,1.212,6.46,1.02,3.13,0.129,0.965,0.997
1399,5.14,15,21638.911,1924.357,8512.73,175.317,175.317,704.579,639.864,2.073,10.922,1.026,24.863,0.492,0.955,1.0
7870,5.14,15,21628.923,1924.329,8477.682,175.284,175.284,698.518,634.564,2.084,11.065,1.026,24.689,0.489,0.983,0.991
9141,7.148,21,39009.592,2677.991,9113.984,332.442,332.442,827.551,687.7,2.989,15.791,1.036,44.417,0.879,0.989,0.976
9711,1.138,3,2270.211,1337.302,6617.114,6.761,6.761,515.024,551.542,1.171,6.315,1.019,20.549,0.161,0.991,0.988
6115,5.14,15,21628.652,1924.311,8472.558,175.227,175.227,714.629,638.6,2.086,11.202,1.026,25.579,0.506,0.976,0.978
8067,4.161,12,14719.758,1547.453,7739.241,113.757,113.757,635.228,604.5,1.662,8.93,1.023,16.976,0.336,0.984,0.987
3283,8.206,24,50994.033,3087.452,9309.947,437.981,437.981,942.712,737.26,3.586,18.679,1.041,61.895,1.225,0.964,0.975
1602,1.138,3,462.27,1356.03,6724.228,7.899,7.899,451.103,547.25,1.103,5.87,1.019,1.505,0.07,0.956,0.997
8706,4.161,12,14718.759,1547.447,7718.993,113.727,113.727,639.984,604.984,1.664,8.997,1.023,17.219,0.341,0.987,0.98
7719,7.148,21,38991.362,2678.084,9129.354,332.311,332.311,807.886,685.748,2.97,15.361,1.036,42.729,0.846,0.982,1.0
8010,1.138,3,5407.484,1355.281,6630.197,7.833,7.833,608.896,567.288,1.277,6.951,1.019,16.331,0.265,0.984,0.981
3007,2.088,6,2911.641,1369.134,6852.45,26.773,26.773,498.404,559.3,1.201,6.403,1.02,6.8,0.128,0.962,0.997
10532,3.144,9,8373.746,1386.72,7011.473,60.294,60.294,585.544,577.856,1.394,7.595,1.02,12.331,0.244,0.995,0.975
4230,1.138,3,686.506,1355.669,6647.78,7.863,7.863,468.334,549.125,1.113,6.031,1.019,5.627,0.089,0.968,0.977
6954,7.148,21,38992.399,2678.076,9127.281,332.279,332.279,816.744,687.813,2.972,15.468,1.036,43.387,0.859,0.979,0.993
8680,5.14,15,21624.852,1924.308,8461.446,175.237,175.237,709.913,636.117,2.09,11.23,1.026,25.376,0.502,0.987,0.977
1643,6.175,18,29790.53,2307.485,8820.7,246.225,246.225,796.681,674.663,2.504,13.37,1.03,35.579,0.704,0.957,0.975
9272,3.144,9,8376.087,1386.74,7064.643,60.323,60.323,575.475,576.808,1.391,7.475,1.021,11.893,0.235,0.989,0.991
9775,2.088,6,6943.16,1369.624,6783.766,26.939,26.939,600.725,569.81,1.331,7.146,1.02,12.459,0.264,0.991,0.995
3355,8.206,24,50996.132,3087.579,9312.961,438.112,438.112,934.348,735.92,3.579,18.509,1.041,61.115,1.21,0.964,0.983
3845,3.144,9,8378.403,1386.753,7103.361,60.351,60.351,589.607,582.426,1.389,7.501,1.02,12.441,0.246,0.966,0.986
11259,1.138,3,3446.264,1362.376,6597.134,8.212,8.212,546.807,557.23,1.217,6.622,1.019,12.625,0.191,0.998,0.978
2838,4.161,12,14722.659,1547.46,7770.916,113.774,113.774,653.135,610.699,1.659,8.991,1.022,17.758,0.352,0.962,0.978
4922,9.3,27,72760.022,3560.374,9753.569,644.751,644.751,1091.541,781.48,4.524,22.948,1.05,90.914,1.8,0.971,0.975
1049,6.175,18,29795.367,2307.304,8836.39,246.272,246.272,784.892,672.72,2.499,13.199,1.03,34.783,0.689,0.954,0.987
8092,2.088,6,5836.472,1393.003,6801.104,31.283,31.283,571.421,568.498,1.305,7.013,1.02,0.0,0.214,0.984,0.99
10118,3.144,9,8374.548,1386.732,7030.791,60.304,60.304,581.62,577.409,1.393,7.55,1.02,12.161,0.241,0.993,0.981
2001,4.161,12,14724.321,1547.469,7802.189,113.774,113.774,645.291,609.808,1.656,8.888,1.022,17.366,0.344,0.958,0.989
194,6.175,18,29798.462,2307.218,8850.081,246.328,246.328,777.295,671.76,2.494,13.069,1.03,34.251,0.678,0.95,0.996
9833,6.175,18,29760.716,2306.833,8783.053,246.017,246.017,778.425,666.209,2.517,13.432,1.03,34.67,0.686,0.992,0.975
1426,5.14,15,21634.854,1924.314,8490.745,175.315,175.315,726.237,643.75,2.08,11.183,1.026,26.114,0.517,0.956,0.977
5225,6.175,18,29769.823,2307.106,8812.236,245.988,245.988,779.718,669.161,2.507,13.284,1.03,34.589,0.685,0.972,0.983
10260,1.138,3,5240.648,1400.81,6677.933,10.399,10.399,575.612,563.456,1.282,6.862,1.019,0.341,0.222,0.993,0.997
7720,8.206,24,50993.259,3087.476,9309.944,438.047,438.047,904.683,727.544,3.58,18.227,1.042,58.765,1.163,0.982,1.0
3238,8.206,24,50994.297,3087.528,9318.807,438.103,438.103,921.571,734.186,3.568,18.237,1.041,59.9,1.186,0.963,0.996
10385,9.3,27,72762.398,3560.383,9735.278,645.059,645.059,1058.416,772.102,4.542,22.853,1.051,88.18,1.746,0.994,0.984
3289,5.14,15,21632.025,1924.311,8482.12,175.248,175.248,722.933,641.928,2.083,11.207,1.026,25.978,0.514,0.964,0.976
3386,3.144,9,8378.774,1386.755,7110.49,60.348,60.348,589.708,582.713,1.389,7.493,1.02,12.441,0.246,0.964,0.987
6749,9.3,27,72776.049,3560.413,9763.369,645.051,645.051,1065.379,775.869,4.508,22.426,1.051,88.153,1.745,0.978,0.996
10472,6.175,18,29762.606,2306.758,8800.261,246.004,246.004,756.667,661.522,2.511,13.176,1.031,33.245,0.658,0.994,0.994
735,7.148,21,38982.816,2678.087,9132.411,332.103,332.103,849.558,698.465,2.964,15.637,1.035,45.528,0.901,0.953,0.978
8713,2.088,6,4891.053,1394.813,6773.74,31.596,31.596,550.84,565.613,1.276,6.907,1.02,0.0,0.186,0.987,0.981
1010,3.144,9,8379.542,1386.759,7123.215,60.358,60.358,597.529,585.499,1.388,7.517,1.02,12.745,0.252,0.954,0.983
4763,3.144,9,8377.673,1386.749,7089.178,60.332,60.332,589.411,581.854,1.39,7.517,1.02,12.441,0.246,0.97,0.984
4503,4.161,12,14721.738,1547.458,7760.954,113.775,113.775,647.24,608.683,1.66,8.97,1.022,17.502,0.346,0.969,0.981
10182,4.161,12,14718.373,1547.449,7721.458,113.739,113.739,630.393,602.444,1.664,8.93,1.023,16.773,0.332,0.993,0.988
7957,2.088,6,3353.946,1381.694,6756.957,29.083,29.083,513.648,560.256,1.222,6.636,1.02,0.898,0.139,0.984,0.975
3580,8.206,24,50996.157,3087.571,9311.985,438.109,438.109,934.723,735.766,3.581,18.533,1.041,61.174,1.211,0.965,0.982
10161,1.138,3,5096.148,1356.145,6623.979,7.835,7.835,591.883,563.61,1.268,6.867,1.019,15.737,0.249,0.993,0.986
9917,9.3,27,72763.461,3560.381,9737.532,644.765,644.765,1060.547,772.781,4.539,22.84,1.051,88.332,1.749,0.992,0.984
9928,2.088,6,6819.306,1382.018,6767.103,29.231,29.231,600.91,570.754,1.332,7.202,1.02,5.724,0.257,0.992,0.986
8040,4.161,12,14719.58,1547.451,7733.372,113.753,113.753,637.828,604.978,1.663,8.957,1.023,17.103,0.339,0.984,0.984
8696,3.144,9,8375.033,1386.735,7038.794,60.31,60.31,585.85,578.957,1.393,7.562,1.02,12.327,0.244,0.987,0.979
7509,4.161,12,14719.325,1547.448,7724.116,113.748,113.748,644.87,606.531,1.664,9.019,1.022,17.437,0.345,0.982,0.977
3345,7.148,21,38987.452,2678.073,9128.987,332.136,332.136,837.889,694.297,2.969,15.605,1.035,44.806,0.887,0.964,0.982
9676,2.088,6,6396.909,1389.131,6768.809,30.559,30.559,589.354,569.915,1.322,7.151,1.02,1.359,0.238,0.991,0.984
7861,5.14,15,21628.557,1924.329,8476.779,175.264,175.264,699.462,634.741,2.085,11.076,1.026,24.744,0.49,0.983,0.99
6359,6.175,18,29761.203,2306.772,8802.535,245.98,245.98,781.558,668.837,2.51,13.347,1.03,34.749,0.688,0.977,0.979
592,8.206,24,50997.182,3087.619,9322.041,438.085,438.085,937.339,739.009,3.566,18.362,1.041,61.107,1.21,0.952,0.988
6578,9.3,27,72761.026,3560.376,9747.097,645.033,645.033,1081.913,778.707,4.53,22.939,1.05,90.15,1.785,0.978,0.977
3515,6.175,18,29767.076,2307.056,8811.393,245.971,245.971,792.306,672.651,2.506,13.381,1.03,35.351,0.7,0.965,0.975
5840,9.3,27,72778.644,3560.419,9770.111,645.049,645.049,1067.267,776.894,4.499,22.321,1.05,88.156,1.745,0.974,0.999
3998,3.144,9,8377.336,1386.747,7078.072,60.337,60.337,596.456,583.535,1.391,7.567,1.02,12.728,0.252,0.967,0.977
2260,2.088,6,3232.847,1350.748,6835.033,23.452,23.452,520.622,561.909,1.208,6.485,1.019,17.986,0.161,0.959,0.992
10414,2.088,6,6978.586,1371.804,6761.35,27.337,27.337,605.668,570.358,1.333,7.204,1.02,11.538,0.268,0.994,0.988
2170,2.088,6,4655.09,1344.203,6805.827,22.331,22.331,571.881,569.487,1.254,6.812,1.019,23.727,0.223,0.959,0.982
10555,8.206,24,50986.43,3087.18,9293.066,437.889,437.889,920.162,727.383,3.607,18.744,1.042,60.494,1.198,0.995,0.977
6261,7.148,21,38990.035,2678.082,9129.223,332.248,332.248,817.711,688.562,2.97,15.441,1.036,43.413,0.86,0.976,0.994
9346,5.14,15,21627.937,1924.343,8479.247,175.237,175.237,688.023,631.72,2.084,10.985,1.027,24.112,0.477,0.989,0.999
283,5.14,15,21637.04,1924.321,8498.369,175.297,175.297,725.975,644.466,2.077,11.141,1.026,26.066,0.516,0.951,0.98
6312,4.161,12,14722.126,1547.466,7782.909,113.769,113.769,627.718,604.16,1.658,8.808,1.023,16.58,0.328,0.976,1.0
2090,3.144,9,8380.735,1386.766,7155.281,60.375,60.375,582.864,582.257,1.387,7.404,1.02,12.142,0.24,0.958,0.999
2099,3.144,9,8380.797,1386.767,7157.866,60.368,60.368,582.077,582.11,1.387,7.397,1.02,12.109,0.24,0.958,1.0
6091,8.206,24,50990.095,3087.318,9302.753,438.0,438.0,934.788,733.491,3.595,18.719,1.041,61.431,1.216,0.976,0.975
4811,6.175,18,29791.181,2307.436,8821.101,246.197,246.197,774.314,668.366,2.505,13.203,1.03,34.228,0.678,0.97,0.989
6101,9.3,27,72760.362,3560.373,9748.55,644.774,644.774,1085.034,779.564,4.529,22.953,1.05,90.415,1.79,0.976,0.976
7045,8.206,24,50990.712,3087.34,9301.353,437.942,437.942,929.958,731.917,3.596,18.691,1.041,61.073,1.209,0.98,0.977
6029,9.3,27,72776.139,3560.41,9765.04,645.091,645.091,1070.395,777.228,4.506,22.46,1.05,88.592,1.754,0.975,0.994
11411,9.3,27,72771.019,3560.388,9739.883,645.104,645.104,1045.567,769.18,4.535,22.61,1.052,86.833,1.719,0.998,0.994
3890,3.144,9,8378.89,1386.756,7116.179,60.351,60.351,585.607,581.693,1.389,7.465,1.02,12.274,0.243,0.966,0.991
8326,2.088,6,5990.33,1392.318,6798.499,31.154,31.154,575.05,568.794,1.309,7.037,1.02,0.0,0.22,0.985,0.99
11699,9.3,27,72775.262,3560.399,9744.02,644.894,644.894,1039.458,767.937,4.529,22.458,1.052,86.142,1.705,0.999,1.0
8137,2.088,6,6584.039,1386.164,6809.278,30.014,30.014,589.321,570.401,1.325,7.104,1.02,2.929,0.242,0.984,0.995
5615,9.3,27,72780.42,3560.415,9771.988,645.029,645.029,1067.543,777.122,4.496,22.288,1.05,88.133,1.745,0.973,1.0
4839,7.148,21,38987.072,2678.08,9131.117,332.211,332.211,823.674,690.74,2.967,15.455,1.035,43.786,0.867,0.97,0.992
9985,5.14,15,21625.86,1924.331,8470.217,175.215,175.215,693.029,632.233,2.087,11.067,1.027,24.424,0.483,0.992,0.992
5572,2.088,6,4500.559,1392.792,6840.329,31.214,31.214,535.002,564.634,1.261,6.731,1.02,0.0,0.169,0.973,0.996
5842,2.088,6,5362.301,1394.069,6848.73,31.485,31.485,554.897,567.329,1.288,6.862,1.02,0.0,0.195,0.974,1.0
1099,2.088,6,4190.714,1344.757,6845.597,22.423,22.423,552.204,566.993,1.238,6.657,1.019,22.466,0.201,0.954,0.993
9709,8.206,24,50993.443,3087.465,9299.643,438.058,438.058,912.119,726.881,3.597,18.524,1.042,59.663,1.181,0.991,0.987
6362,9.3,27,72763.333,3560.382,9750.044,644.711,644.711,1081.234,778.742,4.526,22.877,1.05,90.013,1.782,0.977,0.979
7410,4.161,12,14720.663,1547.458,7755.749,113.766,113.766,632.269,604.345,1.66,8.883,1.023,16.821,0.333,0.981,0.992
6140,3.144,9,8376.699,1386.743,7068.096,60.326,60.326,589.133,581.004,1.391,7.542,1.02,12.442,0.246,0.976,0.981
907,8.206,24,50994.708,3087.552,9324.855,438.04,438.04,927.521,737.293,3.559,18.179,1.041,60.212,1.192,0.953,0.997
6195,4.161,12,14721.022,1547.458,7757.054,113.765,113.765,638.809,606.207,1.66,8.923,1.023,17.121,0.339,0.976,0.987
9309,4.161,12,14719.615,1547.456,7743.908,113.734,113.734,626.19,602.181,1.661,8.864,1.023,16.553,0.328,0.989,0.995
7205,6.175,18,29790.135,2307.478,8816.633,246.241,246.241,762.752,664.664,2.506,13.141,1.031,33.548,0.664,0.98,0.995
4115,3.144,9,8378.632,1386.755,7111.329,60.354,60.354,585.954,581.623,1.389,7.472,1.02,12.29,0.243,0.967,0.99
103,5.14,15,21638.498,1924.331,8504.847,175.3,175.3,720.631,643.627,2.075,11.071,1.026,25.754,0.51,0.95,0.986
1060,8.206,24,50997.003,3087.613,9320.818,437.981,437.981,935.976,738.351,3.568,18.369,1.041,61.028,1.208,0.954,0.988
1520,9.3,27,72771.834,3560.423,9780.845,645.118,645.118,1098.038,785.163,4.49,22.523,1.049,90.812,1.798,0.956,0.987
9496,2.088,6,6776.147,1382.715,6781.712,29.361,29.361,597.101,570.486,1.33,7.169,1.02,4.877,0.253,0.99,0.99
5877,1.138,3,4026.562,1330.331,6623.735,6.466,6.466,584.557,563.696,1.228,6.7,1.019,26.161,0.24,0.975,0.978
5581,2.088,6,4500.875,1392.712,6842.727,31.2,31.2,534.264,564.555,1.261,6.728,1.02,0.0,0.168,0.973,0.997
8766,1.138,3,1324.75,1344.21,6625.977,7.151,7.151,483.049,547.656,1.137,6.122,1.019,14.622,0.119,0.987,0.987
10124,9.3,27,72761.051,3560.368,9733.639,644.934,644.934,1062.123,772.925,4.544,22.928,1.051,88.575,1.753,0.993,0.981
2265,7.148,21,38980.599,2678.08,9136.506,332.084,332.084,831.069,694.177,2.959,15.419,1.035,44.18,0.875,0.959,0.992
4772,3.144,9,8377.766,1386.75,7091.731,60.337,60.337,588.607,581.708,1.39,7.51,1.02,12.408,0.246,0.97,0.985
6847,8.206,24,50993.267,3087.45,9303.658,438.038,438.038,926.34,731.55,3.592,18.604,1.042,60.717,1.202,0.979,0.981
2310,7.148,21,38978.995,2678.081,9139.027,332.081,332.081,826.059,693.349,2.956,15.336,1.035,43.785,0.867,0.959,0.997
4917,4.161,12,14720.983,1547.453,7744.619,113.764,113.764,651.658,609.223,1.662,9.027,1.022,17.722,0.351,0.971,0.975
2612,3.144,9,8378.246,1386.752,7096.802,60.341,60.341,597.57,584.551,1.39,7.55,1.02,12.762,0.253,0.961,0.979
6988,5.14,15,21630.941,1924.341,8486.83,175.252,175.252,694.926,634.471,2.082,10.992,1.027,24.455,0.484,0.979,0.997
5887,2.088,6,2866.28,1369.119,6778.037,26.753,26.753,504.002,559.112,1.201,6.506,1.019,7.378,0.132,0.975,0.979
890,9.3,27,72778.649,3560.435,9790.208,645.113,645.113,1094.609,785.222,4.477,22.29,1.049,90.223,1.786,0.953,0.995
5014,2.088,6,3102.68,1376.312,6809.157,28.086,28.086,505.001,560.075,1.21,6.513,1.02,3.355,0.131,0.971,0.986
6343,8.206,24,50991.652,3087.373,9303.037,438.034,438.034,931.953,732.839,3.594,18.68,1.041,61.191,1.211,0.977,0.977
4707,1.138,3,696.642,1349.552,6641.996,7.512,7.512,470.293,548.667,1.113,6.028,1.019,9.673,0.095,0.97,0.978
10705,5.14,15,21625.542,1924.332,8469.25,175.253,175.253,689.664,631.171,2.087,11.049,1.027,24.245,0.48,0.995,0.994
2721,4.161,12,14723.909,1547.469,7799.25,113.794,113.794,642.171,608.829,1.656,8.873,1.022,17.227,0.341,0.961,0.991
5087,3.144,9,8378.543,1386.754,7112.465,60.345,60.345,581.001,580.18,1.389,7.445,1.02,12.091,0.239,0.971,0.994
3689,9.3,27,72777.129,3560.421,9776.021,644.945,644.945,1081.594,780.862,4.493,22.394,1.05,89.374,1.769,0.965,0.994
5378,6.175,18,29794.024,2307.306,8830.25,246.295,246.295,761.545,665.511,2.502,13.059,1.031,33.4,0.661,0.972,1.0
11774,3.144,9,8373.924,1386.72,7020.731,60.296,60.296,577.008,575.67,1.393,7.538,1.021,11.98,0.237,1.0,0.983
10344,4.161,12,14717.581,1547.444,7703.802,113.729,113.729,636.879,603.511,1.665,9.003,1.023,17.094,0.338,0.994,0.98
191,3.144,9,8381.37,1386.77,7166.289,60.382,60.382,588.87,584.453,1.386,7.422,1.02,12.377,0.245,0.95,0.996
618,7.148,21,38977.114,2678.076,9139.481,332.025,332.025,836.872,696.569,2.955,15.412,1.035,44.514,0.881,0.952,0.991
639,1.138,3,308.634,1332.675,6710.45,6.622,6.622,460.131,547.56,1.095,5.851,1.019,14.689,0.089,0.952,0.994
801,1.138,3,5586.989,1405.811,6740.403,10.906,10.906,611.294,574.681,1.292,6.985,1.019,0.0,0.251,0.953,0.986
5246,9.3,27,72768.949,3560.406,9760.917,644.772,644.772,1081.491,779.599,4.513,22.681,1.05,89.764,1.777,0.972,0.985
788,6.175,18,29794.639,2307.322,8834.383,246.248,246.248,788.728,673.63,2.499,13.238,1.03,35.025,0.693,0.953,0.984
1497,4.161,12,14724.233,1547.468,7798.77,113.775,113.775,649.721,610.891,1.657,8.922,1.022,17.571,0.348,0.956,0.985
4453,8.206,24,50992.836,3087.41,9306.912,437.943,437.943,939.413,735.678,3.59,18.695,1.041,61.703,1.222,0.969,0.975
887,6.175,18,29797.662,2307.231,8845.732,246.291,246.291,776.766,671.228,2.496,13.089,1.03,34.241,0.678,0.953,0.995
10377,1.138,3,4438.086,1383.021,6634.328,9.388,9.388,566.033,561.517,1.254,6.781,1.019,4.883,0.209,0.994,0.984
9105,7.148,21,38996.208,2678.074,9125.507,332.366,332.366,805.986,684.271,2.975,15.414,1.036,42.676,0.845,0.988,0.998
11497,5.14,15,21621.303,1924.307,8451.416,175.22,175.22,702.848,633.08,2.093,11.237,1.027,25.04,0.496,0.999,0.978
6144,7.148,21,38996.128,2678.059,9122.67,332.274,332.274,830.886,690.759,2.977,15.661,1.035,44.46,0.88,0.976,0.981
2188,2.088,6,4327.127,1344.159,6810.793,22.309,22.309,561.06,567.784,1.244,6.737,1.019,23.402,0.21,0.959,0.984
10345,5.14,15,21623.17,1924.311,8457.711,175.191,175.191,703.435,633.901,2.091,11.206,1.026,25.044,0.496,0.994,0.98
4535,9.3,27,72768.359,3560.407,9763.51,644.807,644.807,1085.744,780.823,4.51,22.688,1.05,90.107,1.784,0.969,0.984
9153,1.138,3,4431.485,1379.342,6627.914,9.21,9.21,573.465,563.331,1.253,6.816,1.019,5.762,0.215,0.989,0.978
1224,1.138,3,1751.96,1400.918,6717.096,10.553,10.553,499.236,557.512,1.16,6.263,1.019,0.0,0.119,0.955,0.981
6247,2.088,6,4463.311,1392.635,6826.062,31.182,31.182,534.641,564.367,1.26,6.747,1.02,0.0,0.168,0.976,0.993
7968,4.161,12,14718.881,1547.446,7717.782,113.746,113.746,644.856,606.267,1.664,9.03,1.022,17.444,0.345,0.984,0.976
7206,7.148,21,38992.228,2678.078,9127.807,332.224,332.224,814.104,687.177,2.972,15.438,1.036,43.193,0.855,0.98,0.995
10695,4.161,12,14718.469,1547.451,7726.844,113.741,113.741,625.262,601.237,1.663,8.887,1.023,16.529,0.327,0.995,0.993
8982,1.138,3,3518.817,1335.928,6616.84,6.715,6.715,556.815,558.134,1.213,6.573,1.019,23.329,0.21,0.988,0.985
3207,4.161,12,14723.847,1547.469,7798.658,113.786,113.786,639.53,608.074,1.656,8.857,1.022,17.107,0.339,0.963,0.993
2692,2.088,6,3310.689,1349.491,6819.55,23.231,23.231,525.556,562.456,1.211,6.525,1.019,18.67,0.166,0.961,0.988
10436,6.175,18,29762.405,2306.807,8796.187,246.028,246.028,760.938,662.391,2.513,13.23,1.031,33.53,0.664,0.994,0.99
5468,6.175,18,29769.786,2307.104,8812.198,245.983,245.983,778.099,668.697,2.507,13.272,1.03,34.491,0.683,0.973,0.984
4578,7.148,21,38987.696,2678.077,9130.091,332.159,332.159,827.365,691.552,2.968,15.502,1.035,44.061,0.872,0.969,0.989
4110,7.148,21,38986.453,2678.078,9131.064,332.225,332.225,828.703,692.173,2.966,15.496,1.035,44.133,0.874,0.967,0.989
4386,4.161,12,14722.932,1547.467,7789.141,113.787,113.787,636.395,606.825,1.657,8.853,1.023,16.974,0.336,0.968,0.994
4020,7.148,21,38990.736,2678.068,9126.001,332.246,332.246,838.974,693.878,2.972,15.666,1.035,44.944,0.89,0.967,0.979
1723,5.14,15,21635.812,1924.325,8496.155,175.277,175.277,718.812,642.22,2.078,11.104,1.026,25.696,0.509,0.957,0.984
6748,8.206,24,50993.667,3087.49,9310.487,438.093,438.093,911.391,729.421,3.58,18.293,1.042,59.302,1.174,0.978,0.996
6286,5.14,15,21631.921,1924.341,8489.673,175.307,175.307,696.459,635.199,2.081,10.987,1.026,24.526,0.485,0.976,0.997
726,7.148,21,38983.212,2678.086,9131.91,332.188,332.188,850.597,698.64,2.964,15.654,1.035,45.61,0.903,0.953,0.977
6691,5.14,15,21630.075,1924.33,8481.468,175.291,175.291,702.021,635.95,2.083,11.068,1.026,24.862,0.492,0.978,0.99
9803,3.144,9,8376.511,1386.742,7077.889,60.329,60.329,569.19,575.393,1.391,7.426,1.021,11.63,0.23,0.991,0.998
9841,5.14,15,21623.167,1924.305,8455.985,175.229,175.229,708.334,635.103,2.091,11.249,1.026,25.316,0.501,0.992,0.976
6524,9.3,27,72777.395,3560.414,9765.273,644.808,644.808,1065.638,776.088,4.505,22.393,1.051,88.128,1.745,0.977,0.997
11746,2.088,6,3915.131,1388.787,6739.975,30.412,30.412,519.523,559.05,1.243,6.728,1.02,0.0,0.151,1.0,0.98
3995,9.3,27,72761.558,3560.379,9759.16,644.988,644.988,1095.164,782.746,4.518,22.895,1.05,91.115,1.804,0.967,0.976
8278,8.206,24,50993.512,3087.462,9301.636,438.063,438.063,919.196,729.207,3.595,18.564,1.042,60.189,1.192,0.985,0.984
8507,3.144,9,8375.707,1386.738,7053.578,60.318,60.318,582.297,578.444,1.392,7.525,1.02,12.176,0.241,0.986,0.984
2763,1.138,3,1177.005,1316.448,6686.037,5.707,5.707,493.523,550.509,1.127,6.032,1.019,25.181,0.137,0.961,0.996
10552,5.14,15,21622.405,1924.306,8454.146,175.182,175.182,705.836,634.207,2.092,11.242,1.026,25.19,0.499,0.995,0.977
2597,6.175,18,29789.967,2307.509,8818.432,246.185,246.185,792.295,673.227,2.505,13.35,1.03,35.329,0.699,0.961,0.977
3328,8.206,24,50996.277,3087.564,9311.838,437.996,437.996,937.476,736.418,3.582,18.572,1.041,61.408,1.216,0.964,0.98
4506,7.148,21,38991.214,2678.067,9126.045,332.269,332.269,835.552,692.913,2.973,15.638,1.035,44.709,0.885,0.969,0.981
6896,3.144,9,8376.893,1386.745,7076.64,60.333,60.333,582.997,579.49,1.391,7.499,1.02,12.191,0.241,0.979,0.987
7036,8.206,24,50989.76,3087.303,9300.908,438.055,438.055,931.036,732.086,3.597,18.712,1.041,61.172,1.211,0.98,0.976
8758,2.088,6,5915.239,1392.933,6784.705,31.268,31.268,575.36,568.667,1.308,7.051,1.02,0.0,0.219,0.987,0.986
2405,3.144,9,8378.697,1386.755,7106.799,60.348,60.348,595.579,584.325,1.389,7.527,1.02,12.677,0.251,0.96,0.982
3485,3.144,9,8379.844,1386.761,7138.764,60.364,60.364,580.965,581.102,1.388,7.414,1.02,12.075,0.239,0.964,0.998
122,6.175,18,29796.753,2307.27,8841.83,246.297,246.297,785.938,673.495,2.497,13.177,1.03,34.816,0.689,0.95,0.988
1904,6.175,18,29791.261,2307.454,8822.716,246.238,246.238,792.758,673.737,2.504,13.33,1.03,35.333,0.7,0.958,0.978
9698,6.175,18,29762.057,2306.825,8795.189,245.967,245.967,766.755,663.969,2.513,13.278,1.031,33.891,0.671,0.991,0.986
3865,5.14,15,21633.581,1924.329,8491.083,175.287,175.287,710.167,639.251,2.08,11.073,1.026,25.257,0.5,0.966,0.988
